text	label
If Ogun no  kee you, what will?	abusive
Is this still Lagos  I didn't even know people live here. And some mumus will be shouting tinubu built Lagos. Is this not Lagos? God will punish all of those who have contributed to this madness.	abusive
You guys should be ashamed of what is happening at elegushi and surulere, Lagos can’t be having such bad representation. So sad!	abusive
Mediocre governor.	abusive
And Your godfather despite all these qualities you mention here couldn’t use him for VP? You need to apologise	normal
Guy, you can't even speak Yoruba fluently...I don't believe any sane person would vote for you	hateful
The lies are countless	abusive
I was accompanied by my father and team to visit and pay our respects to the Oba of Lagos, we indigenous Lagosians will always respect and revere our traditional rulers, and I look forward to working with them to build a better Lagos.	normal
Lagos State is the center of Commerce, hence businesses & business owners should be treated with the high regard they deserve because they help generate the IGR (internally generated revenue) that this APC led govt brags about  I will protect Commerce in Lagos  Èkó E dìde!!  ~GRV	normal
O ti lule. You no kuku understand wetin I tweet.	hateful
Lol. U definitely know what you are doing . And history will never be kind to you	hateful
Omoh...this your style of politics stinks	abusive
Congratulations sir, big ups	normal
Mandate thieves.	abusive
Funke Akindele  @funkeakindele  is a woman of the people and she is deeply loved by them.   We are taking Lagos back!   Special thanks to Alimosho LGA, we are going to make you proud.   JAFUN-EKO, JanFun Eto e…  #JandorFunke #JandorforGovernor #LagosforLagos	normal
Santos Iku, the killer of two innocent Yoruba self determination, your generation shall curse you when the consequences begin to emerge, even your graves there shall be no rest for you	hateful
U are just busy clowning. U are not even the authentic guber candidate of Labour in Lagos. The clown that brought u would soon come carry u away!	abusive
Our goal in Lagos State is to build a robust healthcare system that caters for all, not some, ALL.   I made this point at Chatham House where I spoke on the topic “Accelerating Universal Health Care in Nigeria: optimising institutional opportunities and partnerships.”	normal
As we celebrate International Women's Day tomorrow, I want to look back at some key promises I made to women in Lagos.   We promised to empower women for optimum participation in governance and to protect vulnerable women in the society.	normal
Your head no correct ...wey  de security wey you provide? Who go die for you?	abusive
Mugu you are not an omoluabi	abusive
Una Mumu no go leave Una like WTF how is that ur concern are you guys holding any office you can’t even control ur area hypocrites	abusive
I'm sorry but shame on you sir	abusive
So Okada go return back fully to the roads abi?  Yeye dey smell	abusive
You will lose and go back to where you came from	hateful
Earlier today, I received security briefings from heads of security agencies in Lagos following the recent security situation across the country.  The State Security Council has reviewed the situation across flashpoints in the State and mapped out strategies to contain threats.	normal
Oga park well	abusive
Olodo ni bobo yii sha. So he does not know the over 6m is the total PVC collected in Lagos since inception and not just the total collected this election year.   and this one wants to be governor of a cosmopolitan city like Lagos. Oti lule tipe tipe.	abusive
Finally Chinedu Rhodes Vivour Ipob lule, Eko ti gbon	hateful
Gbarebo or Shinedu or Patrick or what is your name? If that election is conducted 100ce, u will 101ce bcos u are empty upstairs and u have nothing to deliver. In fact, u have never delivered anything in your life!	abusive
Eye service won't kill you.	abusive
…make potable water available and accessible for Lagosians.  Water is critical, not just for the sustenance of human life, but also for sustainable development. It is essential for all kinds of economic activities.	normal
Story for the gods, Except you had no hand in the lekki massacre, You and your Boss, will pay insha Allah come next Feb 2023.	hateful
It is well. May her soul rest in perfect peace.	normal
This guy dull sha ….	abusive
Oloribuku, you want to sell lagos to igbo people. We are waiting for you next week.	hateful
No matter how you try to mislead the public, will not give you victory. You and your Obi will never walk this way to victory. The next strategy is to blackmail Lagos REC after your Pat Utomi invaded INEC office. You will reap the results, just wait to see.	hateful
Clueless	abusive
Get out joo! Opportunist. Are you Obi?chinedu oshi	abusive
You've become an errand boy to the point you abandoned your duty post to be answering questions for a man who has lost it. Ikeja along is experience constant heavy traffic because roads are blocked an am accident that's has not been cleared for 3 days now and no one cares.Failure	abusive
Happy birthday Your Excellency	normal
I can't wait to cast my vote for you sir	normal
Oga you are a criminal and a hypocrite. You can't be sponsoring thugs, threatening an ethnic group and rig elections, and yet call Jesus Christ. Is Jesus your mate???	abusive
Na who Mad dog bite go vote LP now.	hateful
U can keep fooling your self ,u would come a distant third in the election.	abusive
No one’s blood is worth any politician’s personal ambition. Life is sacred and should be treated as such.  It is human beings that will be governed. Politics should be humane and put people first.  Thank you  @BBCAfrica  for having me.  Vote LP.  Èkó E dìde!!  ~GRV.	normal
Jandor or woman wrapper won't you shut up? You think to governed Lagos na nollywood film?	hateful
After speaking with people in several wards across the state, I feel compelled to share my  concern about the safety of Lagosians in all areas of the state.	normal
… Del York Creative Academy, Ebonylife Academy, Africa Film Academy and other enterprises that help our young people discover their talents.   We will not relent in our drive to ensure the creative and tourism sectors become major drivers of our growth and development.   3/3	normal
You never face crowd ... Your voice dey shake... You wey supposed to be supervisor in your local ward	abusive
You no well  @GRVlagos    Lagos can’t be govern by your likings. Yoruba will lead Yoruba never by any other tribe mr Patrick chinedu Rhodes-vivour.	hateful
Mr governor,, u are a shameless man… u don’t have shame at all	abusive
Koshi danu	abusive
You are just a bloody clown. Is it not too early for ur ekun egbere? For your info,  #SanwoLekansi too sure !	abusive
